module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00121	cora_Cyanobacteriota	cora_Cyanobacteriota	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	1.0	True	1.0	True	1.0	K01885,K08973	1,1	K00228,K00228,K01599,K01599,K01698,K01698,K01719,K01749,K01749,K01772,K01845,K01845,K01845,K01885,K02492,K02492,K08973	11894,11895,6290,6289,998,997,9307,5494,5496,1969,13624,583,13608,9703,5980,5981,5322	K00228 is present in multiple modules: M00868/M00121,K02492 is present in multiple modules: M00846/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00926	cora_Cyanobacteriota	cora_Cyanobacteriota	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.7777777777777778	True	0.7777777777777778	True	NA	No enzymes unique to module	NA	K01599,K01599,K01698,K01698,K01719,K01749,K01749,K01772,K01845,K01845,K01845,K02492,K02492	6290,6289,998,997,9307,5494,5496,1969,13624,583,13608,5980,5981	K02492 is present in multiple modules: M00846/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00924	cora_Cyanobacteriota	cora_Cyanobacteriota	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.7272727272727273	False	0.7272727272727273	False	1.0	K02188,K02189,K03795	1,1,1	K02188,K02189,K02224,K02224,K03394,K03795,K05895,K05936,K06042,K06042,K06042,K06042	13857,8736,295,293,8735,11879,3709,7142,12559,12558,549,3457	K05895 is present in multiple modules: M00924/M00925,K06042 is present in multiple modules: M00924/M00925,K05936 is present in multiple modules: M00924/M00925,K03394 is present in multiple modules: M00924/M00925,K02224 is present in multiple modules: M00924/M00925
M00925	cora_Cyanobacteriota	cora_Cyanobacteriota	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.45454545454545453	False	0.45454545454545453	False	NA	No enzymes unique to module	NA	K02224,K02224,K03394,K05895,K05936,K06042,K06042,K06042,K06042	295,293,8735,3709,7142,12559,12558,549,3457	K05895 is present in multiple modules: M00924/M00925,K06042 is present in multiple modules: M00924/M00925,K05936 is present in multiple modules: M00924/M00925,K03394 is present in multiple modules: M00924/M00925,K02224 is present in multiple modules: M00924/M00925
M00122	cora_Cyanobacteriota	cora_Cyanobacteriota	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233"	0.7142857142857143	False	0.7142857142857143	False	1.0	K02227,K02231,K02232,K02233,K19221	2,1,1,1,2	K02227,K02227,K02231,K02232,K02233,K19221,K19221	4783,4784,10628,5828,2056,8476,7280	None
M00117	cora_Cyanobacteriota	cora_Cyanobacteriota	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134) K00568"	0.4444444444444444	False	0.4444444444444444	False	1.0	K03179,K03181,K03182,K03185	1,1,1,1	K03179,K03181,K03182,K03185,K03186	6264,8197,9241,11251,12526	K03186 is present in multiple modules: M00117/M00849
M00116	cora_Cyanobacteriota	cora_Cyanobacteriota	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K02549,K02552	12387,10657	K02549 is present in multiple modules: M00116/M00932,K02552 is present in multiple modules: M00116/M00932
M00932	cora_Cyanobacteriota	cora_Cyanobacteriota	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095"	0.42857142857142855	False	0.5	False	1.0	K17872,K23094,K23095	1,2,1	K02549,K02552,K17872,K23094,K23094,K23095	12387,10657,6107,10654,10655,5734	K02549 is present in multiple modules: M00116/M00932,K02552 is present in multiple modules: M00116/M00932
M00112	cora_Cyanobacteriota	cora_Cyanobacteriota	Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K09833 (K12502,K18534) K09834 K05928"	0.5	False	0.5	False	1.0	K09834,K18534	2,1	K09834,K09834,K18534	5174,5175,167	None
M00849	cora_Cyanobacteriota	cora_Cyanobacteriota	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823"	0.16666666666666666	False	0.1875	False	1.0	K06981	1	K03186,K06981	12526,4441	K03186 is present in multiple modules: M00117/M00849
M00096	cora_Cyanobacteriota	cora_Cyanobacteriota	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.75	True	0.75	True	1.0	K00099,K00919,K00991,K01662,K03526,K03527	1,1,1,1,2,2	K00099,K00919,K00991,K01662,K03526,K03526,K03527,K03527	6751,5355,5568,5462,8525,8523,11456,11458	None
M00097	cora_Cyanobacteriota	cora_Cyanobacteriota	beta-Carotene biosynthesis, GGAP => beta-carotene	Pathway modules	Biosynthesis of terpenoids and polyketides	Plant terpenoid biosynthesis	"K02291 K02293 K15744 K00514 K09835 K06443"	0.16666666666666666	False	0.16666666666666666	False	1.0	K02293	1	K02293	10561	None
M00778	cora_Cyanobacteriota	cora_Cyanobacteriota	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)"	0.0	False	0.3333333333333333	False	1.0	K05554	2	K05554,K05554	10214,10215	No KOfam profile for K15886,No KOfam profile for K14249
M00793	cora_Cyanobacteriota	cora_Cyanobacteriota	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	"K00973 K01710 (K01790 K00067,K23987)"	0.6666666666666666	False	0.75	True	1.0	K00067,K00973,K01710	1,1,2	K00067,K00973,K01710,K01710	9370,9368,1114,9366	None
M00039	cora_Cyanobacteriota	cora_Cyanobacteriota	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)"	0.1	False	0.1	False	1.0	K00588	2	K00588,K00588	12114,10722	None
M00953	cora_Cyanobacteriota	cora_Cyanobacteriota	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K00789 K05953 K14271 K22374 K18054"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00789,K00789	5258,5259	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00848	cora_Cyanobacteriota	cora_Cyanobacteriota	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	1	K02078	336	No KOfam profile for K09460,No KOfam profile for K21272,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K22801,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K14245,No KOfam profile for K22798,No KOfam profile for K21271
M00835	cora_Cyanobacteriota	cora_Cyanobacteriota	Pyocyanine biosynthesis, chorismate => pyocyanine	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	"K13063 K20261 K06998 K20260 K20262 K21103 K20940"	0.14285714285714285	False	0.14285714285714285	False	1.0	K06998	1	K06998	10583	None
M00545	cora_Cyanobacteriota	cora_Cyanobacteriota	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073"	0.0	False	0.03571428571428571	False	1.0	K05710	1	K05710	9445	None
M00627	cora_Cyanobacteriota	cora_Cyanobacteriota	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	"K02172 K02171 (K18766,K17836)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K02171,K17836	1,7	K02171,K17836,K17836,K17836,K17836,K17836,K17836,K17836	9839,14487,3085,3086,13797,625,623,14472	None
M00651	cora_Cyanobacteriota	cora_Cyanobacteriota	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.2857142857142857	False	1.0	K07260,K08641	1,1	K07260,K08641	1515,6309	None
M00718	cora_Cyanobacteriota	cora_Cyanobacteriota	Multidrug resistance, efflux pump MexAB-OprM	Signature modules	Gene set	Drug resistance	"K18131 K03585+K18138+K18139"	0.0	False	0.16666666666666666	False	1.0	K03585	1	K03585	13993	None
M00611	cora_Cyanobacteriota	cora_Cyanobacteriota	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.5	False	0.8712121212121212	True	NA	No enzymes unique to module	NA	K00134,K00615,K00855,K00855,K00927,K00927,K01601,K01601,K01602,K01624,K01807,K02691,K02693,K02694,K02703,K02703,K02703,K02703,K02703,K02703,K02703,K02703,K02703,K02703,K02704,K02705,K02705,K02706,K02706,K02707,K03841	10597,341,10721,5256,2858,2857,4036,4035,4038,6085,5460,1708,7098,10440,9066,3586,3315,5709,5533,6165,6164,4923,8006,8007,9622,2903,13731,9854,2902,5672,304	K02706 is present in multiple modules: M00161/M00611,K02705 is present in multiple modules: M00161/M00611,K00855 is present in multiple modules: M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K02704 is present in multiple modules: M00161/M00611,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K01601 is present in multiple modules: M00532/M00968/M00165/M00166/M00611/M00612,K02693 is present in multiple modules: M00163/M00611,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K02694 is present in multiple modules: M00163/M00611,K01602 is present in multiple modules: M00532/M00165/M00166/M00611/M00612,K02707 is present in multiple modules: M00161/M00611,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K02703 is present in multiple modules: M00161/M00611,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02691 is present in multiple modules: M00163/M00611
M00612	cora_Cyanobacteriota	cora_Cyanobacteriota	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.5	False	0.45454545454545453	False	NA	No enzymes unique to module	NA	K00134,K00615,K00855,K00855,K00927,K00927,K01601,K01601,K01602,K01624,K01807,K03841	10597,341,10721,5256,2858,2857,4036,4035,4038,6085,5460,304	K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00855 is present in multiple modules: M00165/M00166/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K01601 is present in multiple modules: M00532/M00968/M00165/M00166/M00611/M00612,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K01602 is present in multiple modules: M00532/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
M00613	cora_Cyanobacteriota	cora_Cyanobacteriota	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.060897435897435896	False	NA	No enzymes unique to module	NA	K00240,K01679,K02160	8207,13012,7188	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K02160 is present in multiple modules: M00376/M00082/M00613
M00614	cora_Cyanobacteriota	cora_Cyanobacteriota	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K00024,K00031,K00240,K01595,K01595,K01595,K01595,K01595,K01679,K01682	7095,8405,8207,6151,6154,6152,6150,6153,13012,8919	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01682 is present in multiple modules: M00009/M00010/M00012/M00173/M00614,K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614
M00617	cora_Cyanobacteriota	cora_Cyanobacteriota	Methanogen	Signature modules	Module set	Metabolic capacity	"M00567,M00357,M00356,M00563"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00925,K00925,K01895	10610,10611,12589	K01895 is present in multiple modules: M00357/M00617,K00925 is present in multiple modules: M00579/M00357/M00617/M00618
M00618	cora_Cyanobacteriota	cora_Cyanobacteriota	Acetogen	Signature modules	Module set	Metabolic capacity	"M00377 M00579"	0.0	False	0.3214285714285714	False	NA	No enzymes unique to module	NA	K00925,K00925,K01491	10610,10611,2672	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K01491 is present in multiple modules: M00377/M00140/M00618
M00615	cora_Cyanobacteriota	cora_Cyanobacteriota	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	"(K02575,K15576+K15577+K15578-K15579) M00531"	0.5	False	0.5	False	1.0	K02575	1	K02575	10114	None
M00616	cora_Cyanobacteriota	cora_Cyanobacteriota	Sulfate-sulfur assimilation	Signature modules	Module set	Metabolic capacity	"(K02048,K23163)+K02046+K02047+K02045 M00176"	0.0	False	0.5	False	1.0	K02045,K02047	1,1	K00390,K00958,K00958,K02045,K02047	12667,6494,6495,11207,11205	K00390 is present in multiple modules: M00176/M00616,K00958 is present in multiple modules: M00176/M00596/M00616
M00001	cora_Sphingomonadales	cora_Sphingomonadales	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.5555555555555556	False	0.5555555555555556	False	NA	No enzymes unique to module	NA	K00845,K00845,K00873,K00873,K00873,K00873,K00873,K00873,K01689,K01689,K01689,K01689,K01803,K01834	10823,10824,436,433,435,434,4081,4662,6663,6662,3641,3640,1943,10850	K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00845 is present in multiple modules: M00001/M00549/M00892/M00909
M00002	cora_Sphingomonadales	cora_Sphingomonadales	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.8	True	0.8	True	NA	No enzymes unique to module	NA	K00873,K00873,K00873,K00873,K00873,K00873,K01689,K01689,K01689,K01689,K01803,K01834	436,433,435,434,4081,4662,6663,6662,3641,3640,1943,10850	K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
